title,keywords
The dark matter in cancer immunology: beyond the visible–unveiling multiomics pathways to breakthrough therapies,"dark matter, cancer immunology, multiomics, therapies"
Interleukin-1β mediates a tumor-supporting environment prompted by IGF1 in triple-negative breast cancer (TNBC),"Interleukin-1β, tumor-supporting, IGF1, triple-negative breast cancer"
Harnessing sample preparation for RNA-sequencing toward a reliable bioinformatics analysis,"RNA-sequencing, preparazione campioni, bioinformatica, analisi"
Cancer-associated fibroblasts (CAFs) gene signatures predict outcomes in breast and prostate tumor patients,"fibroblasti associati al cancro, gene signatures, tumori mammari, tumori prostatici"
The G Protein Estrogen Receptor (GPER) is involved in the resistance to the CDK4/6 inhibitor palbociclib in breast cancer,"GPER, palbociclib, breast cancer, resistance"
GPER deletion triggers inhibitory effects in triple negative breast cancer (TNBC) cells through the JNK/c-Jun/p53/Noxa transduction pathway,"GPER deletion, triple negative breast cancer, JNK pathway, Noxa"
The Ephrin tyrosine kinase a3 (EphA3) is a novel mediator of RAGE-prompted motility of breast cancer cells,"EphA3, RAGE, motility, breast cancer"
Hardware description language versus high-level synthesis for the FPGA implementation of ultrasound beamformers: a comparative analysis,"hardware description language, high-level synthesis, FPGA, ultrasound beamformers"
A highly integrated ultrasound open platform to develop and test advanced techniques for ultraportable scanners,"ultrasound, open platform, ultraportable scanners, advanced techniques"
A deep learning approach for beamforming and contrast enhancement of ultrasound images in monostatic synthetic aperture imaging: a proof-of-concept,"deep learning, beamforming, ultrasound images, synthetic aperture"
"Single-channel, ultraportable, real-time imaging system based on deep learning: a proof-of-concept","imaging system, deep learning, real-time, ultraportable"
A novel proteomic signature of osteoclast differentiation unveils the deubiquitinase UCHL1 as a necessary osteoclastogenic driver,"proteomic signature, osteoclast differentiation, deubiquitinase, UCHL1"
Measuring frailty in the elderly: an indicator based on a super-classifier,"frailty, elderly, super-classifier, indicator"
Exploring Ontology-Based Mining of ADRs,"Ontology-Based, Mining, ADRs"
A model-based scan statistic with enhanced specificity for detecting spatial clusters of high mortality risk,"model-based, scan statistic, spatial clusters, mortality risk"
The association between muscle strength and z scores of pulmonary function,"muscle strength, pulmonary function, z scores"
Unraveling functional decline: the relationship between muscle strength and ultrasound evaluation of biceps brachii thickness,"muscle strength, ultrasound, biceps brachii, functional decline"
The role of diabetes mellitus on delirium onset: a systematic review and meta-analysis,"diabetes mellitus, delirium, meta-analysis, systematic review"
Integrating epicardial fat and heart rate recovery in adults with metabolic risk factors,"epicardial fat, heart rate recovery, metabolic risk, adults"
The relationship between muscle strength and epicardial fat in healthy adults,"muscle strength, epicardial fat, healthy adults"
A novel indirect muscle force sensing approach tailored for biomechanical multibody systems with equality and inequality constraints,"muscle force sensing, biomechanical systems, multibody systems, constraints"
The Impact of Golgi Organization on Cell Cycle and Cancer Development,"Golgi Organization, Cell Cycle, Cancer Development"
Frailty and Parkinson’s disease: The role of diabetes mellitus,"frailty, Parkinson's disease, diabetes mellitus"
Impact of serum leptin and adiponectin levels on brain infarcts in patients with mild cognitive impairment and Alzheimer’s disease: A longitudinal analysis,"leptina, adiponectina, infarti cerebrali, Alzheimer"
Protective and risk factors for cognitive decline: The role of Sex and Occupational Status,"cognitive decline, sex, occupational status, risk factors"
The Golgi checkpoint: Golgi unlinking during G2 is necessary for spindle formation and cytokinesis,"Golgi checkpoint, spindle formation, cytokinesis"
Multimorbidity as a Network: Connections Between Diseases,"multimorbidity, network, diseases"
Multimorbidity as a Network: Connections Between Diseases and Adverse Health Outcomes,"multimorbidity, network, diseases, health outcomes"
Understanding multimorbidity: insights with graphical models,"multimorbidity, grafici, modelli, salute"
"Book of short papers, IES 2025-Innovation & Society: Statistics and Data Science for Evaluation and Quality","Innovation, Society, Statistics, Data Science"
Misurare la fragilità negli anziani,"fragilità, anziani, misurare"
La fragilità sociale,"fragilità, sociale"
Misure di fragilità sulla base di indagini di popolazione,"fragilità, misure, indagini, popolazione"
Bayesian mapping of mortality clusters,"Bayesian, mapping, mortality, clusters"
Virtual Prototyping of the Human–Robot Ecosystem for Multiphysics Simulation of Upper Limb Motion Assistance,"Virtual Prototyping, Human-Robot Ecosystem, Multiphysics Simulation, Upper Limb Motion"
Model Parameters Estimation of a Robotic Device for Upper Limb Neuromotor Rehabilitation,"robotic device, upper limb, neuromotor rehabilitation, parameter estimation"
A critical review and systematic design approach for innovative upper-limb rehabilitation devices,"rehabilitation, upper-limb, devices, design"
A critical review of transitioning from conventional actuators to artificial muscles in upper-limb rehabilitation devices,"artificial muscles, upper-limb, rehabilitation devices, actuators"
Virtual muscular fiber force sensing of a musculoskeletal upper limb MultiBody model,"muscular fiber, force sensing, musculoskeletal, MultiBody model"
Dopaminergic therapy disrupts decision‐making in impulsive‐compulsive Parkinsonian patients,"dopaminergic therapy, decision-making, impulsive-compulsive, Parkinsonian patients"
GaitObserver: Robotic Solution Unveiling Human Walking Dynamics in Motor-Cognitive Dual Tasks,"GaitObserver, robotic solution, walking dynamics, dual tasks"
Aging and financial risk-taking: A meta-analysis,"aging, financial risk, meta-analysis"
Assessing Frailty in Older Adults: Strategies and Tools for Effective Policy and Research,"frailty, older adults, policy, research"
TENT5C/FAM46C modulation in vivo reveals a trade-off between antibody secretion and tumor growth in multiple myeloma,"TENT5C, FAM46C, anticorpi, mieloma multiplo"
Evaluating the impact of anchors deployment for an AoA-based indoor localization system,"anchors deployment, AoA, indoor localization, impact"
RESHAPING LIVING SPACES WITH SMART TECHNOLOGIES FOR HOME CARE-A CASE STUDY ANALYSIS.,"smart technologies, home care, living spaces, case study"
Investigating user engagement dynamics in robot-to-human handovers with a social manipulator,"user engagement, robot handovers, social manipulator"
From the definition to the automatic assessment of engagement in human–robot interaction: A systematic review,"engagement, human-robot interaction, automatic assessment, systematic review"
“Should I lead?” Feasibility study of user perception on following-robot for gait assessment,"user perception, following-robot, gait assessment"
Feasibility Study on Eye Gazing in Socially Assistive Robotics: An Intensive Care Unit Scenario,"Eye Gazing, Socially Assistive Robotics, Intensive Care, Feasibility"
Adapting Behavior and Persistence via Reinforcement and Self-Emotion Mediated Exploration in a Social Robot,"Social Robot, Reinforcement, Behavior, Exploration"
Reducing Training Data for Indoor Positioning through Physics-Informed Neural Networks,"Indoor Positioning, Training Data, Physics-Informed, Neural Networks"
Current state and future directions of health services and service management research on transitions in older age: A field-focused narrative review,"health services, service management, older age, transitions"
"Comprehensive Assessment of Open Science Practices in Indoor Positioning: Open Data, Code and Material","Open Science, Indoor Positioning, Open Data, Code"
Toward a method for LLM-enabled Indoor Navigation,"LLM, Indoor Navigation, method"
Open Science Practices in Indoor Positioning,"Open Science, Indoor Positioning"
"ORDIP: Principle, practice and guidelines for open research data in indoor positioning","open research, data, indoor positioning, guidelines"
"Comprehensive assessment of open science practices in indoor positioning: Open data, code and material (supplementary material: Full paper listing and analysis)","open science, indoor positioning, open data, code"
"ORDIP: Principle, Practice and Guidelines for Open Research Data in Indoor Positioning (Supplementary Material: Full ORD Dataset Listing and Analysis)","Open Research Data, Indoor Positioning, ORDIP, Dataset"
Indoor localization algorithms based on Angle of Arrival with a benchmark comparison,"localization, algorithms, Angle of Arrival, benchmark"
Evaluating open science practices in indoor positioning and indoor navigation research: a survey of the IPIN’s reference papers of 2022 and 2023 editions,"open science, indoor positioning, navigation research, survey"
